0.0000	-13.8574
0.1000	-15.0845
0.2000	-13.5606
0.3000	-15.9311
0.4000	-17.5366
0.5000	-13.1700
0.6000	-14.6361
0.7000	-13.2561
0.8000	-14.2075
0.9000	-13.9702
1.0000	-11.8975
1.1000	-17.1996
1.2000	-13.8570
1.3000	-11.7142
1.4000	-17.3900
1.5000	-17.0157
1.6000	-21.1384
1.7000	-18.9315
1.8000	-23.3129
1.9000	-40.6598
2.0000	-55.0056
2.1000	-58.2142
2.2000	-70.1379
2.3000	-63.2290
2.4000	-33.1425
2.5000	-13.4724
2.6000	35.7814
2.7000	93.0168
2.8000	227.6584
2.9000	361.6103
3.0000	1255.6697
3.1000	-804.7174
3.2000	-825.5432
3.3000	-825.4099
3.4000	-825.4099
3.5000	-250.5582
3.6000	775.6266
3.7000	183.8146
3.8000	100.2850
3.9000	-13.5753
4.0000	-139.1751
4.1000	-129.7136
4.2000	-32.7535
4.3000	-40.8608
4.4000	14.4116
4.5000	-22.7027
4.6000	-25.4364
4.7000	-47.1869
4.8000	-6.7645
4.9000	-13.6212
5.0000	-19.7379
5.1000	-8.9510
5.2000	-18.2589
5.3000	-18.6512
5.4000	-22.1350
5.5000	-13.7753
5.6000	-17.2234
5.7000	-14.1761
5.8000	-16.0422
5.9000	-14.6774
6.0000	-16.8702
6.1000	-17.2018
6.2000	-16.8245
6.3000	-19.0143
6.4000	-13.4547
6.5000	-13.7612
6.6000	-16.8238
6.7000	-15.4175
6.8000	-16.3426
6.9000	-16.3754
7.0000	-17.0807
7.1000	-14.8503
7.2000	-16.8863
7.3000	-15.9744
7.4000	-15.7521
7.5000	-15.6166
7.6000	-15.6277
7.7000	-16.4872
7.8000	-15.9857
7.9000	-16.6489
8.0000	-15.3366
8.1000	-14.3493
8.2000	-16.2345
8.3000	-17.7176
8.4000	-17.7136
8.5000	-21.6464
8.6000	-24.9809
8.7000	-17.6328
8.8000	-48.4347
8.9000	-144.0578
9.0000	-231.8340
9.1000	-49.8947
9.2000	48.0017
9.3000	178.0551
9.4000	387.8711
9.5000	767.2277
9.6000	723.3309
9.7000	-824.7932
9.8000	-825.9344
9.9000	-825.8776
10.0000	-825.8209
10.1000	777.2494
10.2000	899.9824
10.3000	104.1540
10.4000	-201.9003
10.5000	-124.3983
10.6000	1.9847
10.7000	-38.3041
10.8000	-14.7915
10.9000	-20.8338
11.0000	-16.7943
11.1000	-18.4451
11.2000	-3.9897
11.3000	-8.9985
11.4000	-7.5495
11.5000	-10.8074
11.6000	-7.3724
11.7000	-14.7320
11.8000	-13.5421
11.9000	-14.4985
12.0000	-12.4648
12.1000	-8.4875
12.2000	-12.1564
12.3000	-10.4607
12.4000	-9.2168
12.5000	-8.6999
12.6000	-10.3941
12.7000	-10.7918
12.8000	-11.5945
12.9000	-13.5387
13.0000	-10.5876
13.1000	-25.6531
13.2000	-56.9022
13.3000	-87.4453
13.4000	-163.2943
13.5000	-118.5175
13.6000	-32.3132
13.7000	34.5052
13.8000	143.8704
13.9000	398.3842
14.0000	470.5760
14.1000	1250.1614
14.2000	-790.8478
14.3000	-819.7726
14.4000	-820.0109
14.5000	-819.6625
14.6000	-819.3951
14.7000	1665.7294
14.8000	331.4685
14.9000	-175.5030
15.0000	-70.5264
15.1000	-60.8798
15.2000	-24.1845
15.3000	-26.0279
15.4000	-21.5805
15.5000	-7.9771
15.6000	-7.7305
15.7000	-11.1563
15.8000	-8.6891
15.9000	-10.9637
16.0000	-14.4453
16.1000	-8.1251
16.2000	-11.7989
16.3000	-14.5187
16.4000	-13.3970
16.5000	-8.6207
16.6000	-7.1948
16.7000	-12.4435
16.8000	-10.4577
16.9000	-8.3806
17.0000	-6.0536
17.1000	-9.8920
17.2000	-13.1507
17.3000	-6.0573
17.4000	-16.1966
17.5000	-10.5259
