0.0000	-0.4526
0.1000	-0.3704
0.2000	-0.3704
0.3000	-0.5349
0.4000	-0.1647
0.5000	-0.5349
0.6000	0.0410
0.7000	-0.2058
0.8000	-0.5349
0.9000	-0.2470
1.0000	-0.4938
1.1000	-0.2058
1.2000	-0.0824
1.3000	-0.3292
1.4000	-0.2470
1.5000	-0.3704
1.6000	-0.6172
1.7000	-0.4938
1.8000	-0.6995
1.9000	-0.4115
2.0000	-0.3292
2.1000	-0.2881
2.2000	-0.6995
2.3000	-0.4938
2.4000	-0.4938
2.5000	-0.6172
2.6000	-0.6583
2.7000	7.1576
2.8000	4.4837
2.9000	0.2055
3.0000	0.0821
3.1000	-1.3253E-4
3.2000	0.1644
3.3000	0.1644
3.4000	0.1233
3.5000	-29.9474
3.6000	-1.0697
3.7000	5.8824
3.8000	4.3192
3.9000	-0.6172
4.0000	-15.2206
4.1000	-15.7965
4.2000	-0.7817
4.3000	-3.7435
4.4000	-0.6995
4.5000	-0.7406
4.6000	-0.7817
4.7000	-0.7406
4.8000	-0.7817
4.9000	-0.7817
5.0000	-0.6995
5.1000	-0.7817
5.2000	-0.6583
5.3000	-0.5760
5.4000	-0.4526
5.5000	-0.7406
5.6000	-0.4938
5.7000	-0.6172
5.8000	-0.6995
5.9000	-0.7406
6.0000	-0.7817
6.1000	-0.5760
6.2000	-0.6583
6.3000	-0.5760
6.4000	-0.6172
6.5000	-0.5760
6.6000	-0.6995
6.7000	-0.6583
6.8000	-0.7406
6.9000	-0.6995
7.0000	-0.6995
7.1000	-0.6995
7.2000	-0.7406
7.3000	-0.7817
7.4000	-0.7406
7.5000	-0.7406
7.6000	-0.7406
7.7000	-0.7406
7.8000	-0.6583
7.9000	-0.6995
8.0000	-0.7406
8.1000	-0.6583
8.2000	-0.7406
8.3000	-0.6583
8.4000	-0.5349
8.5000	-0.4526
8.6000	-0.6995
8.7000	-0.7406
8.8000	-0.6583
8.9000	-0.4526
9.0000	-0.6995
9.1000	-0.7406
9.2000	-0.7817
9.3000	-0.7817
9.4000	-0.7817
9.5000	-0.7817
9.6000	-0.7406
9.7000	-1.3253E-4
9.8000	0.1644
9.9000	0.0821
10.0000	0.1644
10.1000	9.5024
10.2000	-1.5633
10.3000	-1.0697
10.4000	-0.6995
10.5000	-0.8229
10.6000	-0.7817
10.7000	-0.8229
10.8000	-0.8229
10.9000	-0.6995
11.0000	-0.7817
11.1000	-0.7817
11.2000	-0.7817
11.3000	-0.7817
11.4000	-0.8229
11.5000	-0.7817
11.6000	-0.7817
11.7000	-0.7817
11.8000	-0.8229
11.9000	-0.7406
12.0000	-0.7406
12.1000	-0.7406
12.2000	-0.7817
12.3000	-0.7406
12.4000	-0.7406
12.5000	-0.7406
12.6000	-0.7406
12.7000	-0.7817
12.8000	-0.6995
12.9000	-0.7406
13.0000	-0.6995
13.1000	-0.6995
13.2000	-0.7406
13.3000	-0.7406
13.4000	-0.7406
13.5000	-0.7406
13.6000	-0.8229
13.7000	-0.8229
13.8000	-0.8229
13.9000	-0.8229
14.0000	-0.9051
14.1000	-1.0285
14.2000	0.1644
14.3000	0.1644
14.4000	0.1644
14.5000	0.1644
14.6000	0.1233
14.7000	65.6535
14.8000	35.0481
14.9000	-0.7817
15.0000	-0.8229
15.1000	-0.7817
15.2000	-0.7817
15.3000	-0.8229
15.4000	-0.7817
15.5000	-0.7817
15.6000	-0.8640
15.7000	-0.8229
15.8000	-0.8229
15.9000	-0.8229
16.0000	-0.8229
16.1000	-0.7817
16.2000	-0.7817
16.3000	-0.7406
16.4000	-0.8229
16.5000	-0.7817
16.6000	-0.8229
16.7000	-0.7406
16.8000	-0.7817
16.9000	-0.7406
17.0000	-0.7817
17.1000	-0.7817
17.2000	-0.7817
17.3000	-0.7817
17.4000	-0.8229
17.5000	-0.8229
